text	label
子供といっしょに読もう！音声再生にも対応した「けいたいえほんライブラリー」【Androidアプリ】スマホで絵本を見よう！ 私も子供の頃にたくさんの絵本を読んだ気がします。家にも幼稚園にもいろいろな絵本があって、今でも内容を思い出せる絵本がたくさんあります。今回紹介するAndroid向けアプリ「けいたいえほんライブラリー」は絵本を読み聞かせできるアプリです。では、さっそくアプリを紹介していきましょう。まず読みたい絵本をタップで選びます。絵本は1回の配信で6編が収録されています。絵本はナレーションと同時に文字が表示されるようになっています。音声OFFで読み聞かせてあげたり、お子様が1人でも楽しめるようになっています。文字は平仮名と片仮名で書かれているので、文字を覚えだしたお子様にも良さそうです。絵本は絵がアニメーションしたり、タップした時に動く絵もあります。デジタルならではの遊びの仕掛けで楽しく絵本を読んでくれそうですね。外出中でも場所を選ばず絵本が読めるので、お子様とのお出かけ時にはインストールしておきたいですね。記事執筆：Hisumiアプリ名：けいたいえほんライブラリー価格：無料カテゴリ：アプリ ＞ エンターテイメント開発者：江崎グリコバージョン：1.0.2ANDROID 要件：2.2 以上Google Play Store：http://play.google.com/store/apps/details?id=air.glicoehon■関連リンク・エスマックス（S-MAX）・エスマックス（S-MAX） smaxjp on Twitter	smax
アップルiOS6 地図アプリの「竹島」表記に韓国ネット掲示板で「アップル、ボイコット！」の声11日、アップルが公開したiPhoneのiOS6ベータ版の地図アプリで、韓国が領有権を主張している竹島が韓国名の「独島」ではなく、「竹島」と表記されていることがわかり、韓国のネット掲示板で波紋を呼んでいる。アップルはiOS6から、既存のGoogleマップの代わりに自社の地図アプリをiPhoneに搭載するする方針を発表しており、新たな地図アプリは「ウィキペディアのようにユーザーからの情報を総合する『オープン・ストリート・マップ』を基本とする」としている。韓国では「地図を提供しているのが日本のインクリメントP株式会社であり、韓国は安保上の理由で地図資料を海外に提供することが禁じられている」ため、「竹島」表記になったのではないか、と複数メディアが報じている。報道を受け、韓国のネット掲示板では、iOS6が正式リリースされる前に、地図アプリで「iボタン」を押して訂正編集を求めよう、と呼びかけるなどの動きが出始めた。ほかにも、「サムスンを敵視するアップルと日本人が組んだ」「アップルの製品を買う奴は売国奴だ」「iOS6で『独島』を検索すると『独島刺身』という店しか出ない」「アップル　ボイコット!!　サムスン　ファイティング!!」など、アップルを敵視する意見、アップル製品のボイコットを呼びかける声も多く寄せられている。【関連記事】・【取材日記】韓国ウォンで取引されないスマホアプリ・竹島をめぐるアップルとグーグルの地図の違い・アップルによるサムスン「GALAXY S III」の米国販売差し止め請求、審議が先送りになったそうです【関連情報】・　“アップルの地図に独島がない“…“不買運動も辞さない”（ノーカット・ニュース＜韓国語＞）　	topic-news
ノオミ・ラパスかシャーリーズ・セロンか、『プロメテウス』のワールドプレミアでドレス対決　リドリー・スコット監督最新作『プロメテウス』のワールド・プレミアが、現地時間5月31日に、ロンドンのレスター・スクウェアにて開催された。　エリザベス女王陛下即位60周年記念に沸き、至る所に国旗が飾られているロンドン。中心街レスター・スクウェアに、鮮やかなブルーカーペットが敷き詰められて、ワールド・プレミアは行われた。今まで一切ストーリーが明かされず、その全貌が謎に包まれたままだった本作の初披露とあって、会場には約1,500名のファンが集結した。　『プロメテウス』は、人類史上最大の謎“人類の起源”を解き明かす重大なヒントを地球上の古代遺跡で発見し、宇宙船プロメテウス号に乗って未知の惑星を訪れた科学者チームの、想像を絶する運命を映し出す。めくるめく神秘と衝撃に彩られた探査航海の果てに、決して触れてはならない“パンドラの箱”が開いたとき、まだ何も知らない人類はすべてを目撃する。前人未踏の宇宙の彼方に、地球上のあらゆる歴史や文明の概念さえも覆す、驚愕の真実が眠っていたことを——。　出演は、『ミレニアム ドラゴン・タトゥーの女』で強烈な演技を見せたノオミ・ラパス、日本でも多くの女性たちから圧倒的な支持を受けるハリウッドを代表するオスカー女優シャーリーズ・セロン、『SHAME-シェイム-』でヴェネチア国際映画祭主演男優賞を獲得し、マグニート役で『X-MEN:ファースト・ジェネレーション』を崇高なドラマにまで昇華させた俳優マイケル・ファスベンダーらが集う。圧倒的なオリジナリティに満ちた先見性と、アーティスティックな映像感覚で名高いスコット監督は、いま最も多くの注目を集めている彼ら豪華布陣を配し、観る者の好奇心や空想をはるかに超越した“人類の起源”をビジュアル化した。 　主要キャストのノオミ・ラパス、シャーリーズ・セロン、マイケル・ファスベンダー、そして巨匠リドリー・スコット監督が会場に登場するとファンの熱気に包まれた。ノオミ・ラパスは胸元の空いた黒いドレス、シャーリーズ・セロンは金色の髪によく似合う青のドレスで集まった人々を魅了。写真撮影と数台のカメラの取材に応えた後、ファンサービスに終始していた。　映画『プロメテウス』は、8月24日（金）全国ロードショー＜3D/2D同時上映＞・映画『プロメテウス』オフィシャルサイト■関連記事・人類誕生の謎が明かされる！ 宇宙に飛び出した科学者が見たものとは・映画界の“生きる伝説”が人類の起源に迫る	movie-enter
【Sports Watch】里田まい、マー君との結婚を機に独立か!?先月、東北楽天ゴールデンイーグルス・田中将大と人気タレント、里田まいの熱愛報道が世間を騒がせたが、その後も二人は、バリ島に極秘旅行をするなど、交際は順調の様子だ。そんな折、21日（火）発売の「週刊アサヒ芸能」（12.30/1.6号）では、『里田まい 「マー君と結婚」で独立を画策！「ポスト紗栄子を狙っています」』との見出しで、熱愛報道の裏側を伝えた。「実は、マー君のほうが完全に里田にメロメロ。シーズンの最後のほうでは、毎試合後に、都内にいる里田に『帰るメール』までしていました。マー君自身、周囲に『いつ結婚してもいい』と話しており、1人暮らしのマンションの一角はすでに『里田コーナー』ができていて、私物も搬入済みだとか。里田も仕事がない時には頻繁にお泊まりもしているようです」。同誌に掲載された楽天関係者の談話である。だが、同じく同誌にコメントを寄せる芸能関係者は、「実は結婚を機に、所属事務所から里田を独立させようとしている芸能関係者がいるんです。里田も信頼を寄せている人物で、これには、周囲もかなり困惑しているようです」と明かし、「これは、里田に近い関係者が漏らしていたようなんですが、現在、ダルビッシュと離婚協議中の紗栄子がかつて持っていたイメージの“よき人妻”キャラとして売り出そうというのです。結婚を機に、芸能活動をセーブ、そして、結婚生活をブログなどで小出しにしていく作戦のようですね」とも語っている。ヘキサゴンブームにより、人気に陰りがみえていたといわれる里田。マー君との交際は事務所にとっても吉報だったと言われているのだが、結婚を機に独立をされてはたまったものではないだろう。詳細は同誌をチェックしてほしい。・週刊アサヒ芸能 ［ライト版］＜デジタル＞（PC版）・週刊アサヒ芸能（モバイル版）	sports-watch
虐待だ！の声多数、日テレで人気のワンコが声帯除去手術を受けていた事実に非難殺到【話題】日本テレビの情報番組「ZIP!」で人気の犬の「ZIPPEI（ジッペイ）」。番組内には日本各地を2匹のZIPPEI兄弟が旅をするコーナーもあり人気がある。ところが、このZIPPEI、声帯を除去する手術が行われていたと日本テレビが発表し、大きな波紋を呼んでいる。すでに、ネット上では番組中に鳴き声が聞こえないことから「声帯が除去されているのでは？」と言われていた。日本テレビの発表に対し「吠えるとうるさいから除去したのか？」「さすがに動物虐待では」という声が多く集まっている。日本テレビは「手術を起用の条件にしたこともない」とコメントしているが番組初登場時は元気だったとネットでコメントしている人もおり、不信感が募っている。毎朝、ZIPPEIの姿にいやされていた視聴者も多いはずだが、またテレビにがっかりさせられたというところだろうか。    ■関連記事・普通の小学生に戻ってほしい？　人気子役の愛菜ちゃんが消えてほしい芸能人１位に【話題】・23時間以上ゲームやりすぎで死亡・・・台湾のネットカフェで誰も気がつかず【話題】・交際宣言のナイナイ岡村がテレビで破局を報告！　原因は元カレ【話題】・連載●After Effects 天国への階段 第11回【ビデオSALON】・脱原発で仕事激減の山本太郎！　収入は10分の1だが、本も出版で以前よりテレビに出てるかも？【話題】	kaden-channel
お前らどんだけ起きてんだよ！　朝4時過ぎの朝焼け写真大量につき「いま起きた方も、これから寝る方もおはようございます！」という、どっかで聞いたことのあるようなフレーズが聞こえてきそうな6月27日早朝の4時過ぎから、朝焼けのあまりの見事さに写真を撮ってTwitterにアップする人が続出。これから夜になっていく夕焼けとは違って、これから明るくなっていく朝焼けのほうが筆者的には“前向き”な感じがするがどうだろうか？　というか朝の4時過ぎに「お前らどんだけ起きてるんだよ！」という突っ込みを入れたくもなる。宵っ張り仲間がこれだけいると、夜更かしも悪くないもんだと思ってしまう。もちろん規則正しい生活の方が、どれほどまともかは理解しているが……。もちろん筆者も起きてたのだが（笑）　ということで細かい突っ込みはナシにして見事な朝焼け写真を堪能していただきたい。togetter：朝焼け 2012年6月27日	it-life-hack
高級キャビアを配合したコスメ！？韓国コスメの新たな定番アイテムに最近韓国で人気を呼んでいるのが「キャビア」入りコスメ。イチゴや米、カボチャ、トマトなど、さまざまな食材を使ったコスメを展開している韓国化粧品メーカーでは、高級食材キャビアを使ったコスメも新たな定番アイテムになっているようです。キャビアというと、黒くてつぶつぶした姿を思い浮かべてしまいますが、化粧品にはキャビアの豊富な栄養素をエキスとして使用。日本にはない異色のキャビアコスメ。基礎化粧品からメイクまで、幅広く展開中です！■『ゴールドキャビア栄養マスク』スキンフード「ゴールドキャビア」ラインを展開しているスキンフード。トナーからクリーム、パック、ファンデーションまで、ロシア産キャビアエキスを使ったキャビアコスメを豊富に取りそろえています。中でも人気なのが、キャビアと純金成分が入った贅沢なマッサージクリーム「ゴールドキャビア栄養マスク」。使い方は、適量を顔にのばして５〜１０分ほどマッサージし、ぬるま湯で洗い流すかティッシュで拭き取ればＯＫ。シワを改善し、ハリのある健康的な肌に導いてくれる栄養マスクです。■『キャビアゴールドBBクリーム』ハンスキンBBクリームに定評のあるハンスキンからは、キャビアや植物性成分を配合した「キャビアゴールドBBクリーム」が登場。BBクリームなので、紫外線カット（SPF21）、美白、しわ改善、ファンデーションといった複数の機能が、ギュッと１本の中に含まれています。キャビアには豊富な栄養があるのですが、このBBクリームにはキャビアの栄養を閉じ込めた小さなカプセルが入っていて、肌につけると自然に溶けて吸収されていきます。■『キャビア エッセンシャル ローション』トニーモリー話題のコスメブランド「トニーモリー」も、キャビアを使った基礎化粧品をラインで展開しています。高級キャビア抽出物のほか、ミネラル、ビタミン、アミノ酸といった栄養素を豊富に配合し、疲れたお肌をみずみずしく、健康的な肌へと導いてくれます。海を感じさせるきれいなブルーの容器も、高級感を感じさせます。（文：林由美）◆写真：『ゴールドキャビア栄養マスク』スキンフード　2,050~2,650円◆写真：『キャビアゴールドBBクリーム』ハンスキン　4,200~7,830円◆写真：『キャビア エッセンシャルローション』トニーモリー　1,800~2,200円	peachy
リュ・シウォンがソウルをPR！　YouTubeで限定配信　2009年12月21日（月）から、韓流スター「リュ・シウォン」さん、「キム・ジョンウン」さんが出演するソウル市観光PR動画「あなたもドラマの主人公になれます」（ショートバージョン：1分40秒、フルバージョン：5分）が、YouTubeで限定配信されます。　今回のソウル市観光PR映像は、「2010年　韓国訪問の年—ソウルとともに」および「VISIT SEOUL 2010」認知拡大を目的として作られたもの。「Infinitely yours SEOUL　楽しさ無限大ソウル　〜あなたもドラマの主人公になれます〜」をテーマとし、伝統と現代を併せ持った都市景観、ソウル観光名所とソウルが持つ観光インフラ、伝統、歴史、デザイン、施設などを、人気韓流スターが視覚的、聴覚的に伝える事で、観光客に魅力ある観光都市・ソウルを表現しました。　景福宮、仁寺洞、漢江遊覧船、仁川空港、COEXアクアリウムといったソウルの観光名所を背景に、リュ・シウォンさんとキム・ジョンウンさんが織り成す素敵なラブストーリーです。あなたも、ソウルでドラマの主人公になってみませんか？■関連リンクYouTube Infinitely yours SEOUL〜あなたもドラマの主人公になれます〜	peachy
チョイワルな親父ゴルファーを唸らせる効果的なレッスン　【ゴルフコラム vol.6】「彼女の前で格好良くゴルフがしたい！」、「高校時代の友人たちに負けたくない！」、「上司に馬鹿にされたままでなく見返してやりたい！」などなど…。ゴルフスクールに通う皆さんには、それぞれの願望がある。本音の部分を聞いて「良いじゃないですか、見返しましょう！」と心強い言葉で後押ししてくれるのは、都内にあるゴルフスクール「５４ＧＯＬＦ　ＣＬＩＮＩＣ」代表の星野豪史さん。同スクールに通う生徒さんの年齢は「小学生〜７０代半ば」と幅広く、マンツーマンのレッスンの途中、前述のようなやり取りが実際にあるそうだ。星野さんは「その気持ちがモチベーションになればいい。ゴルフは“一生、楽しめる”スポーツ。結局、今よりも上手くなれば、楽しさがもっとプラスされる。ぜひ、一人で悩むのでなく良いコーチと出会ってください」とメッセージをくれた。ビデオ撮影によるスイング解析はもちろん、コースレッスンも同じコーチに頼めるスクールは意外と少ない。同スクールでは、練習に集中したキャンプも国内外で開催しており、コース上での“判断力が向上した”と評価を集めている。「上手くなりたいです。しかも、手っ取り早く…」とわがままを言いながら、インストラクターのトップを務める星野さんに質問をぶつけてみた。インタビュー：「５４ＧＯＬＦ　ＣＬＩＮＩＣ」代表の星野豪史さん——スクールに通う受講者のレベルは問わないのですか？星野豪史（以降、星野）：はい。レベルで言いますと初めてクラブを握るビギナーの方からツアープロの方まで、受講されています。——早速ですが、スクールの特長を教えてください。星野：基本的に６０分を１コマとして、マンツーマンスタイルでみっちりレッスンしています。スイング解析をビデオ撮影、映像として見ていただくことで、感覚のレッスンではなく視覚的なレッスンに。生徒さんの理解度を上げて、しっかりフォローアップする事を優先しています。——理解度を上げることが重要なのですか？星野：はい、当たり前のことですが問題点を理解していることがポイントですね。ご自身の課題をしっかり認識してインストラクターの私達と共有することが大事です。スイング解析のために行うビデオ撮影においては、専用の照明を使いながらシャッタースピードを向上させ、高速の動きをとらえます。このデータをもとに、パソコン上で動作解析すれば皆さんのスイングは丸裸になります。初めてのレッスンで「うすうす気づいていたけど、ここまでひどいとは」と言って、落ち込む方が多いです。でも、そこが出発点にならないといけません。 ↑【動作解析の一例】「うすうす気づいていたけど、ここまでひどいとは」と言って、落ち込む方が多いビデオレッスン。写真右がスイング修正前で、左がレッスン3回受けた修正後。スイングプレーンがかなり修正された様子がわかる。 　　都内２箇所（港区・虎ノ門、板橋区・中台）で運営されている「５４ＧＯＬＦ　ＣＬＩＮＩＣ」の施設——現状を把握することが大事なのですね。星野：正面や後方からのスイング動画を見ながら、課題となる点を整理します。分析されたデータを元にレッスンすると、理解度が違うので進み具合が格段に違ってきます。——そのデータは共有できるのですか？星野：はい、もちろんです。課題となる部分とレッスンの内容は、お客様それぞれの専用ページをインターネット上でも作成します。受講した内容を忘れてしまわないように２４時間３６５日、動画でレッスン内容を復習していただく事が出来ます。ゴルフの練習をする事は誰でも出来ます。ですが、上手くなる練習とエクササイズになってしまう練習には、明確な違いがある事を知って欲しいと思います。——エクササイズになってしまう練習というのは？星野：自力の練習だけでは限界があると思うからです。世界で活躍するトッププロにもコーチがいます。ワールドランキングが上位のプロゴルファーもお金を払ってコーチを雇っています。——世界で一番上手いはずなのにゴルフを習っているのですか？星野：客観的視点を持ちたいからだと思います。ゴルフゲームでは、１４本のゴルフクラブを使用できます。コースの多様性、自然条件の変化と多岐にわたり学習項目があります。冷静なコーチ目線で考察。短期的・中期的・長期的視点で持ち、課題の優先順位を決めたり、練習メニューの細分化を図っていると聞きます。——世界のトッププロでも何を練習したらいいか、悩んだりするのでしょうか？星野：世界のトッププロも、皆さんと同じで自分のスイングで嫌いなところばかりを治したがります。繰り返しになりますが、現状を正確に把握する事はゴルフにおいて重要です。課題をしっかりコーチに見つけてもらいましょう。効率よく上手くなるなら、レッスン時間を割いてコーチングを受けてみてほしいです。コーチと一緒に中・長期的な取り組みをしてレベルアップをする事をおすすめします。同時に、正面と後方から撮影することで、身体とスイングがどのような動きになっているか一目瞭然だ。——星野さんのスクールでは、インストラクターの方は何名ですか？星野：スタッフ達が６名います。全員が'９９〜'０９年にＪＧＴＯ（社団法人日本ゴルフツアー機構）のツアープレイヤーで、クォリファイングトーナメントにて第３ステージ以上の進出経験があります。ビデオ撮影をしてくれるレッスンは多くありますが、コースレッスンも積極的に開催しているスクールは意外と少ないと思います。普段習っているコーチとコースレッスンすることも非常に効果的です。ビデオ解析でのスタッフのクオリティは重要ですが、コースレッスンやキャンプ等のラウンドで一緒にプレーできるスタッフが揃っています。スタッフ全員が見本を見せられます。見て覚えることはもちろん、ゴルフ場でのコースマネージメントを一緒に考えることが出来て「アドバイスが非常に役立った」と評価を頂いています。ぜひ、一人で悩むのでなく良いコーチと出会ってください。——時間が無い人や、スクールに通えない場所の人には？星野：練習器具の使用をおすすめします。これまで、たくさんの種類に分かれた器具が発売されています。どれを購入したらいいか、わからないかもしれませんが、アメリカのＰＧＡ ＴＯＵＲでも使用者が多い「ライトアングル２」という商品をチャンスがあれば、試してみてください。私も在米時から愛用してきました。腕に装着された器具をダイヤル調整すれば、１Ｗのフルショットはもちろん、アイアンのコントロールショット、アプローチ、パターの練習まで、様々シーンの練習に対応。優雅なスイングへと誘導してくれます。スクールに通う時間が無かったりする方には、“身体で覚えた感覚で打つ”という方法を実践してみてはいかがでしょうか。アメリカで開発された練習器具「ライトアングル２」。右腕（左腕）に装着することにより、過剰な腕の動きや間違った腕の動きを矯正してくれるのに役立つ実際のコースで使用されている動画があるので、参考にして欲しい。■関連リンク・５４ＧＯＬＦ　ＣＬＩＮＩＣ 公式ＷＥＢサイト・ライトアングル２ - 商品説明ページ続けて、茨城や千葉のゴルフ場でコースレッスンを開講している「Ｔ−ＧＲＯＵＮＤ（ティー・グラウンド）」代表の小渕さんにも話を聞いた。コースレッスンで体感したい「頭を使うゴルフの楽しさ」 バンカーレッスンの一コマ。各々の修正箇所をチェックしてもらえる 　　写真左から、ティーショット、アプローチ、パターレッスンの風景。コースレッスンでは、プロが放つ“生きた球”を近くで体感すること終わらず、プロが親身になって対応してくれるカウンセリングの時間が大切な要素。レッスンを開始する前に、現状の悩みや直したいことを相談すれば、個別のテーマはもちろん、練習メニューまで、上手く整理してくれる。そのコースレッスン、ゴルフブームの影響から多くの企業が参入し、さまざまなゴルフ場で開催している。受講者のレべルや好みに合わせたプログラムを細かく準備。基本的な構成は、カウンセリングを受けた後、午前中はトコトン練習して、午後はラウンドレッスンをする流れだ。「午前の最後には、芝生の上からアプローチ練習をします。マットの上から打つと滑ってくれるので打ちやすいですが、芝生の上から打つのは難しくなり、練習の意味では雲泥の差がありますね」と小渕さん。そして午後に入ると、コースを回りながら、直にアドバイスをしてもらえるレッスンとなる。「午前中の課題としたスイング修正はもちろんのこと、コースの攻め方や、ミスショットした原因などを話し合います。そして、ミスショットの後には、もう一度打ち直しができます。コーチが教えてくれる“頭を使うゴルフの楽しさ”。是非とも体感して欲しいですね」「練習場でのレッスンは、大人数で９０分程度のレッスン。１ポイント程度の修正しかできません。室内だとしたら、どのくらい飛んでいるかも分かりません。スイング修正のみのレッスンになるのは仕方ありません」。確かに室内練習場では、スイング修正が中心。コースレッスンなら、ミスショットの克服のため、アドバイス直後の実践プレーができる。しかも、ラウンド終了後には反省会行われる１日中“ゴルフ漬け”の状態。これなら、レベルアップが出来る。 傾斜地からのショット練習。ミスショットであれば、原因を探ってから、もう一度打ち直しができる 　　左足下がりのショットやアプローチ練習風景。スコアアップにつながる練習方法をアドバイスしてくれる同スクールの場合、１レッスンは最大で８名まで。少人数制で行われるので、料金は高くなるが、成果がついてくるゴルフレッスンがここにある。「ラウンドをしていると色々な問題が発生します。それは斜面やラフ、または池越えのショットなど、難易度が変わったりもします。それに応じたクラブ選択、狙い方など、状況に合わせたアドバイスを投げかけます。実際のコースで打つから、本当の技術として吸収できます」。よく耳にしたことがあるフレーズ。「ゴルフは、上がってナンボ」。良いスコアを出す、また、カッコいいスイングでボールを打つためには、人に頼ってみることが近道かも知れない。■１レッスンの「基本料金」平日は¥１８，９００。曜日やレベル、その他回数割引などによって料金は変動する。■１日のスケジュール　９：４０〜ヒアリング１０：００〜練習場レッスン１２：００〜ショートゲームレッスン１２：３０〜昼食１３：４０〜パター練習１４：００〜６ホール以上を回りながらの、コースレッスン１６：３０〜反省会■関連リンク・Ｔ−ＧＲＯＵＮＤ 公式ＷＥＢサイト■コラム／配信スケジュール・第１回／女子ウケがイイ、ゴルフ男子とは・第２回／ゴルフデート、嫌われる男子たち・第３回／ゴルフに夢中な男子諸君、女子にモテたいならコレを読め・第４回／ゴルフデートを攻略、グッと上がる確率論とは・第５回／チョイワルな親父ゴルファーから学べ・第６回／チョイワルな親父ゴルファーを唸らせる効果的なレッスン・ゴルフ特集 2010 - livedoor HOMME	livedoor-homme
“ブラック企業”の定義について様々な意見7日、NEWSポストセブンが配信した「ブラック企業OL　内定式で「出社時はPC持参で」と言われ泣く」という記事がネット掲示板で波紋を呼んでいる。問題となったのは、記事中の「私の会社なんて完全ブラックだから、内定式の時、出社の時はパソコン持参で来てくださいっていわれて、泣けた」という部分。ネット掲示板には「私物PCを業務に使えってか？もうどこから突っ込めばいいか分からんくらいにブラックだな」など、批判が殺到した。掲示板ではブラック企業の定義についても議論が交わされたが、「自分が辛いと思ったらブラック」「法に触れるのがブラック」「それなりに金さえもらえればブラックじゃないだろ」「トヨタの期間工が大体、年収400万＋寮費タダ＋食事タダ。社員でこれ以下の条件ならブラック」「海外と比べたら日本の企業は全部ブラック」など、様々な意見が寄せられている。Wikipediaによると、ブラック企業とは「労働法やその他の法令に抵触し、またはその可能性があるグレーゾーンな条件での労働を、意図的・恣意的に従業員に強いたり、関係諸法に抵触する可能性がある営業行為や従業員の健康面を無視した極端な長時間労働（サービス残業）を従業員に強いる」企業と定義されているが、この定義にまったく当てはまらない“ホワイト”な企業は日本にどのくらいあるのだろうか?【関連記事】・ブラック企業OL　内定式で「出社時はPC持参で」と言われ泣く【関連情報】・ブラック企業(Wikipedia)・ブラック企業の定義がわからなくなってきた	topic-news
「後輩とうまくコミュニケーションがとれません」 - 辛口説教部屋 vol.21「3年で転職は早すぎる？」「将来が見えない」「仕事が面白くない」・・・若手社会人の悩みは尽きないもの。そんな様々な悩みに辛口4姉妹がお答えします。今回のお悩みQ：後輩とうまくコミュニケーションがとれません。不動産・営業25歳　男性 <悩める相談者 No.022 >後輩に関する悩みです。新卒入社3年目でついに新入社員の教育担当になったのですが、何を言っても響かないしイライラします。配属された当初は彼も緊張していたため、上手く関係を築けていたのですが、半年経った今、気が緩んできたのか僕が何を指導しても上の空。ぬかにクギ、のれんに腕押し状態です。同じミスを何度もしているにも関わらず全く反省していない様子に、後輩を育てなければ、という思いよりも「イライラする」という気持ちが先行してしまいます。これがいわゆるゆとり教育世代というものでしょうか。タバス子さんからの中辛アドバイスA：友達になる必要なんてないの。あなたの背中を見せなさい。どうもタバス子と申します。よろしくお願いいたします。お悩み拝見したわ。後輩をあなたと同じ思考、立場で物事を捉えていると思い込んでいませんか？あなたよりも経験も知識も少ない後輩に過度な期待は厳禁よ。まずは後輩が「なぜ、そのように思っているのか、感じているのか」を理解することが必要。その上で「何のために」あなたが後輩に指導をしているのか背景から説明をするように。決して感情的にならず「背景」→「今回の出来事の整理」→「あなたが思うこと」の順で伝えると理解してもらいやすいはず。まずはあなたの後輩に対する愛情をしっかり伝えれば、きっと分かってもらえると思うから、しっかりしなさい！今回の説教感情的にならず「背景」→「今回の出来事の整理」→「あなたが思うこと」の順で愛情を持って接すること！（情報提供元：@type）livedoor求人・転職livedoor求人・転職は、あなたがどんな求人情報を探しているのかを瞬時に判断しておすすめするコンテンツ。「東京都内で年収700万以上の営業職で未経験OK」などあなたのこだわりにマッチする転職活動を完全サポート。http://type.jp/s/livedoor/	livedoor-homme
Excel操作を簡略化！　ドラッグ＆ドロップでシート間コピー【知っ得！虎の巻】Excelで複数のシートを使用している場合、このシート間でデータをコピーするにはどうしているだろう？　範囲を指定して右クリックメニューでコピーし、シートを切り替えて目的の位置で貼り付けという人も多いのでは？　実はもっと簡単な方法があるので紹介しよう。■ドラッグ＆ドロップでシート間コピーする通常、同じシート内なら、データをコピーするのにドラッグ＆ドロップを利用している人が多いのではないだろうか。しかしこれをシート間でやろうとして、シートタブの方にドラッグしても、下にスクロールするだけでシートを切り替えることはできない。そんな時は［Alt］キーを利用しよう。●［Alt］キーでシート間コピーを実行するまずはコピーしたい範囲を指定する（画面1）。 画面1　コピーしたい範囲を指定する。 これを［Ctrl］キーだけでなく、［Alt］キーも押しながらドラッグし（画面2）、そのままシートタブにマウスポインターを合わせると、シートが切り替わる（画面3）。 画面2　［Ctrl］キーと［Alt］キーを押しながら、シートタブの方へドラッグする。  画面3　シートタブにマウスポインターを合わせると、シートが切り替わる。 コピーしたい位置でドロップすればデータがコピーされる（画面4）。 画面4　コピーしたい位置にドラッグし、ドロップすればコピー完了。 なお、［Ctrl］キーを使わず、［Alt］キーだけでドラッグ＆ドロップすれば、コピーではなく、データを移動することができる。ドラッグ＆ドロップを利用した方法は、メニューを実行するより、視覚的に行えるので便利だし、簡単でもあるので、覚えておくといいだろう。編集部：池田利夫＋岡本奈知子（ジャムハウス）制作編集：エヌプラスCopyright 2012 livedoor. All rights reserved.■PC便利技が満載！「知っ得！虎の巻」ブログ■「知っ得！虎の巻」の記事をもっとみる・友達管理が簡単に！　Facebookで新しいリストを作成する・見積書や企画書を移動中にチェック！　GoogleドライブにAndroidからアクセス・計算式をすばやくチェックできるExcelの便利ワザ・よく使うファイルを高速に呼び出す　タスクバーカスタマイズ術・肩や腕の負担を軽減するExcel／Wordキー操作術	it-life-hack
英国の伝統ブランドとのコラボレーションが実現ポール・スミスがディレクションするカジュアルブランド「R.NEWBOLD」の2011年秋冬コレクションでは、英国の伝統的なワークウエアブランド「Barbour（バブアー）」とのスペシャルなコラボレーションを展開する。バブアーは、1894年にジョン・バブアーがイギリスのサウスシールズに「J barbour & Sons」という名のショップを開いたことから始まる。このショップはアウターウェアやボイラースーツ、画家用のジャケットから下着までを取りそろえたショップで、バブアーは造船所で働く労働者や港湾で働く水夫たちに厳しい気候環境から身を守るようにデザインされたビーコンブランドのオイルスキンコートを売り、次第にオイルスキンコートのサプライヤーとして知られるブランドへと成長していった。今回のコラボレーションでの注目のアイテムは、バブアーのアイコンであるビデイルジャケットのスリムに、パッチワークのポルカドットプリントを施したアイテム。英国、サウスシールズにあるバブアーの工場で制作されたもので、クラシックなオリーブグリーンのタータンチェックのライニングにもポルカドットが施されている。そのほかのアイテムでは、ワックスコーティングを施したナイロンのキルトジャケットは、キルトのサイズをパネルごとにランダムに配置。この、ハンドウォーマーポケットに2つのポケットを付けたのはバブアーのアーカイブから復刻されたスタイル。このナイロンジャケットは裏返す事で、ビデイルジャケットのインナーとしても使用可能。その他パラフインコーティングをしたハンティングパンツ、デニムワークシャツ、ポルカドットのワックスコーティングをしたベストが展開される。■商品ラインアップ・ビデイルジャケット：5万7750円 ・ダウンベスト：5万1450円・キルトジャケット：5万1450円・チノトラウザー：1万5750円・デニムシャツ：1万4700円・キルトインナー：2万5200円■関連リンク・R.NEWBOLD【オフィシャルサイト】	livedoor-homme
